,Lat,Long,,Population,
[,49.78514,-115.661393,"""",0,"""]"
[,49.78514,-115.661393,"""",0,"""]"
[,49.78514,-115.661393,"""",0,"""]"
[,49.78514,-115.661393,"""",0,"""]"
[,49.78514,-115.661393,"""",88,"""]"
[,49.78514,-115.661393,"""",0,"""]"
[,49.78514,-115.661393,"""",0,"""]"
[,49.78514,-115.661393,"""",0,"""]"
[,49.78514,-115.661393,"""",0,"""]"
[,49.78514,-115.661393,"""",41,"""]"
[,49.78514,-115.661393,"""",0,"""]"
[,49.78514,-115.661393,"""",0,"""]"
[,49.78514,-115.661393,"""",0,"""]"
[,49.78514,-115.661393,"""",0,"""]"
[,49.78514,-115.661393,"""",0,"""]"
[,49.78514,-115.661393,"""",0,"""]"
[,49.78514,-115.661393,"""",83,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",10,"""]"
[,49.552286,-115.468377,"""",10,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",10,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",24,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",5,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",10,"""]"
[,49.552286,-115.468377,"""",15,"""]"
[,49.552286,-115.468377,"""",5,"""]"
[,49.552286,-115.468377,"""",15,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",5,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",10,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",5,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",5,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",5,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",39,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",10,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",5,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",5,"""]"
[,49.552286,-115.468377,"""",5,"""]"
[,49.552286,-115.468377,"""",19,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",49,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",87,"""]"
[,49.552286,-115.468377,"""",25,"""]"
[,49.552286,-115.468377,"""",10,"""]"
[,49.552286,-115.468377,"""",27,"""]"
[,49.552286,-115.468377,"""",0,"""]"
[,49.552286,-115.468377,"""",30,"""]"
[,49.552286,-115.468377,"""",39,"""]"
[,49.540958,-115.599814,"""",0,"""]"
[,49.540958,-115.599814,"""",0,"""]"
[,49.540958,-115.599814,"""",0,"""]"
[,49.540958,-115.599814,"""",0,"""]"
[,49.540958,-115.599814,"""",0,"""]"
[,49.656204,-115.681057,"""",0,"""]"
[,49.614435,-115.703646,"""",0,"""]"
[,49.614435,-115.703646,"""",0,"""]"
[,49.614435,-115.703646,"""",0,"""]"
[,49.614435,-115.703646,"""",0,"""]"
[,49.614435,-115.703646,"""",0,"""]"
[,49.614435,-115.703646,"""",0,"""]"
[,49.614435,-115.703646,"""",0,"""]"
[,49.614435,-115.703646,"""",0,"""]"
[,49.614435,-115.703646,"""",0,"""]"
[,49.614435,-115.703646,"""",0,"""]"
[,49.614435,-115.703646,"""",0,"""]"
[,49.614435,-115.703646,"""",0,"""]"
[,49.614435,-115.703646,"""",0,"""]"
[,49.614435,-115.703646,"""",0,"""]"
[,49.614435,-115.703646,"""",104,"""]"
[,49.614435,-115.703646,"""",0,"""]"
[,49.614435,-115.703646,"""",0,"""]"
[,49.614435,-115.703646,"""",0,"""]"
[,49.614435,-115.703646,"""",0,"""]"
[,49.614435,-115.703646,"""",0,"""]"
[,49.614435,-115.703646,"""",0,"""]"
[,49.614435,-115.703646,"""",0,"""]"
[,49.614435,-115.703646,"""",0,"""]"
[,49.614435,-115.703646,"""",0,"""]"
[,49.614435,-115.703646,"""",0,"""]"
[,49.612743,-115.785105,"""",0,"""]"
[,49.612743,-115.785105,"""",0,"""]"
[,49.680167,-115.911258,"""",45,"""]"
[,49.680167,-115.911258,"""",33,"""]"
[,49.680167,-115.911258,"""",10,"""]"
[,49.680167,-115.911258,"""",23,"""]"
[,49.680167,-115.911258,"""",17,"""]"
[,49.680167,-115.911258,"""",23,"""]"
[,49.680167,-115.911258,"""",32,"""]"
[,49.680167,-115.911258,"""",0,"""]"
[,49.680167,-115.911258,"""",0,"""]"
[,49.680167,-115.911258,"""",0,"""]"
[,49.680167,-115.911258,"""",10,"""]"
[,49.680167,-115.911258,"""",0,"""]"
[,49.680167,-115.911258,"""",0,"""]"
[,49.680167,-115.911258,"""",15,"""]"
[,49.680167,-115.911258,"""",57,"""]"
[,49.680167,-115.911258,"""",0,"""]"
[,49.680167,-115.911258,"""",38,"""]"
[,49.680167,-115.911258,"""",149,"""]"
[,49.638478,-115.95052,"""",63,"""]"
[,49.638478,-115.95052,"""",39,"""]"
[,49.638478,-115.95052,"""",0,"""]"
[,49.638478,-115.95052,"""",27,"""]"
[,49.638478,-115.95052,"""",0,"""]"
[,49.638478,-115.95052,"""",15,"""]"
[,49.638478,-115.95052,"""",39,"""]"
[,49.638478,-115.95052,"""",28,"""]"
[,49.638478,-115.95052,"""",17,"""]"
[,49.638478,-115.95052,"""",15,"""]"
[,49.638478,-115.95052,"""",15,"""]"
[,49.638478,-115.95052,"""",24,"""]"
[,49.638478,-115.95052,"""",5,"""]"
[,49.638478,-115.95052,"""",10,"""]"
[,49.638478,-115.95052,"""",18,"""]"
[,49.638478,-115.95052,"""",0,"""]"
[,49.638478,-115.95052,"""",39,"""]"
[,49.638478,-115.95052,"""",17,"""]"
[,49.638478,-115.95052,"""",0,"""]"
[,49.638478,-115.95052,"""",0,"""]"
[,49.638478,-115.95052,"""",16,"""]"
[,49.638478,-115.95052,"""",52,"""]"
[,49.638478,-115.95052,"""",91,"""]"
[,49.630676,-115.950711,"""",21,"""]"
[,49.630676,-115.950711,"""",0,"""]"
[,49.630676,-115.950711,"""",52,"""]"
[,49.630676,-115.950711,"""",0,"""]"
[,49.630676,-115.950711,"""",19,"""]"
[,49.630676,-115.950711,"""",17,"""]"
[,49.630676,-115.950711,"""",0,"""]"
[,49.630676,-115.950711,"""",0,"""]"
[,49.630676,-115.950711,"""",0,"""]"
[,49.630676,-115.950711,"""",21,"""]"
[,49.630676,-115.950711,"""",10,"""]"
[,49.630676,-115.950711,"""",18,"""]"
[,49.630676,-115.950711,"""",47,"""]"
[,49.630676,-115.950711,"""",314,"""]"
[,49.630676,-115.950711,"""",22,"""]"
[,49.639908,-115.957081,"""",0,"""]"
[,49.639908,-115.957081,"""",0,"""]"
[,49.639908,-115.957081,"""",177,"""]"
[,49.639908,-115.957081,"""",10,"""]"
[,49.639908,-115.957081,"""",34,"""]"
[,49.639908,-115.957081,"""",41,"""]"
[,49.639908,-115.957081,"""",78,"""]"
[,49.639908,-115.957081,"""",40,"""]"
[,49.639908,-115.957081,"""",16,"""]"
[,49.639908,-115.957081,"""",51,"""]"
[,49.639908,-115.957081,"""",49,"""]"
[,49.639908,-115.957081,"""",10,"""]"
[,49.639908,-115.957081,"""",15,"""]"
[,49.639908,-115.957081,"""",65,"""]"
[,49.671095,-115.96835,"""",65,"""]"
[,49.671095,-115.96835,"""",10,"""]"
[,49.671095,-115.96835,"""",5,"""]"
[,49.671095,-115.96835,"""",27,"""]"
[,49.671095,-115.96835,"""",104,"""]"
[,49.671095,-115.96835,"""",48,"""]"
[,49.671095,-115.96835,"""",0,"""]"
[,49.671095,-115.96835,"""",0,"""]"
[,49.671095,-115.96835,"""",0,"""]"
[,49.671095,-115.96835,"""",0,"""]"
[,49.671095,-115.96835,"""",0,"""]"
[,49.671095,-115.96835,"""",0,"""]"
[,49.671095,-115.96835,"""",0,"""]"
[,49.671095,-115.96835,"""",0,"""]"
[,49.671095,-115.96835,"""",0,"""]"
[,49.671095,-115.96835,"""",0,"""]"
[,49.671095,-115.96835,"""",0,"""]"
[,49.671095,-115.96835,"""",245,"""]"
[,49.671095,-115.96835,"""",88,"""]"
[,49.671095,-115.96835,"""",0,"""]"
[,49.671095,-115.96835,"""",0,"""]"
[,49.671095,-115.96835,"""",0,"""]"
[,49.666394,-115.970144,"""",10,"""]"
[,49.666394,-115.970144,"""",21,"""]"
[,49.666394,-115.970144,"""",31,"""]"
[,49.666394,-115.970144,"""",34,"""]"
[,49.666394,-115.970144,"""",48,"""]"
[,49.666394,-115.970144,"""",37,"""]"
[,49.666394,-115.970144,"""",10,"""]"
[,49.666394,-115.970144,"""",106,"""]"
[,49.666394,-115.970144,"""",34,"""]"
[,49.666394,-115.970144,"""",151,"""]"
[,49.666394,-115.970144,"""",0,"""]"
[,49.670497,-115.978659,"""",15,"""]"
[,49.670497,-115.978659,"""",39,"""]"
[,49.670497,-115.978659,"""",28,"""]"
[,49.670497,-115.978659,"""",32,"""]"
[,49.670497,-115.978659,"""",17,"""]"
[,49.670497,-115.978659,"""",40,"""]"
[,49.670497,-115.978659,"""",29,"""]"
[,49.670497,-115.978659,"""",33,"""]"
[,49.670497,-115.978659,"""",36,"""]"
[,49.670497,-115.978659,"""",35,"""]"
[,49.670497,-115.978659,"""",26,"""]"
[,49.670497,-115.978659,"""",0,"""]"
[,49.670497,-115.978659,"""",84,"""]"
[,49.670497,-115.978659,"""",46,"""]"
[,49.666077,-115.992966,"""",54,"""]"
[,49.666077,-115.992966,"""",5,"""]"
[,49.666077,-115.992966,"""",23,"""]"
[,49.666077,-115.992966,"""",182,"""]"
[,49.666077,-115.992966,"""",175,"""]"
[,49.666077,-115.992966,"""",392,"""]"
[,49.666077,-115.992966,"""",0,"""]"
[,49.675676,-115.980958,"""",0,"""]"
[,49.675676,-115.980958,"""",32,"""]"
[,49.675676,-115.980958,"""",5,"""]"
[,49.675676,-115.980958,"""",50,"""]"
[,49.675676,-115.980958,"""",33,"""]"
[,49.675676,-115.980958,"""",17,"""]"
[,49.675676,-115.980958,"""",49,"""]"
[,49.675676,-115.980958,"""",70,"""]"
[,49.675676,-115.980958,"""",10,"""]"
[,49.675676,-115.980958,"""",10,"""]"
[,49.675676,-115.980958,"""",21,"""]"
[,49.675676,-115.980958,"""",41,"""]"
[,49.675676,-115.980958,"""",35,"""]"
[,49.675676,-115.980958,"""",63,"""]"
[,49.675676,-115.980958,"""",22,"""]"
[,49.680633,-115.983949,"""",17,"""]"
[,49.680633,-115.983949,"""",17,"""]"
[,49.680633,-115.983949,"""",10,"""]"
[,49.680633,-115.983949,"""",5,"""]"
[,49.680633,-115.983949,"""",0,"""]"
[,49.680633,-115.983949,"""",0,"""]"
[,49.680633,-115.983949,"""",15,"""]"
[,49.680633,-115.983949,"""",18,"""]"
[,49.680633,-115.983949,"""",21,"""]"
[,49.680633,-115.983949,"""",60,"""]"
[,49.680633,-115.983949,"""",72,"""]"
[,49.680633,-115.983949,"""",10,"""]"
[,49.680633,-115.983949,"""",63,"""]"
[,49.680633,-115.983949,"""",59,"""]"
[,49.680633,-115.983949,"""",5,"""]"
[,49.680633,-115.983949,"""",5,"""]"
[,49.680633,-115.983949,"""",0,"""]"
[,49.680633,-115.983949,"""",73,"""]"
[,49.687711,-115.986889,"""",54,"""]"
[,49.687711,-115.986889,"""",21,"""]"
[,49.687711,-115.986889,"""",10,"""]"
[,49.687711,-115.986889,"""",17,"""]"
[,49.687711,-115.986889,"""",10,"""]"
[,49.687711,-115.986889,"""",15,"""]"
[,49.687711,-115.986889,"""",22,"""]"
[,49.687711,-115.986889,"""",10,"""]"
[,49.687711,-115.986889,"""",0,"""]"
[,49.687711,-115.986889,"""",46,"""]"
[,49.687711,-115.986889,"""",54,"""]"
[,49.687711,-115.986889,"""",76,"""]"
[,49.687711,-115.986889,"""",110,"""]"
[,49.687711,-115.986889,"""",71,"""]"
[,49.691211,-115.980594,"""",102,"""]"
[,49.691211,-115.980594,"""",0,"""]"
[,49.691211,-115.980594,"""",65,"""]"
[,49.691211,-115.980594,"""",39,"""]"
[,49.691211,-115.980594,"""",15,"""]"
[,49.691211,-115.980594,"""",45,"""]"
[,49.691211,-115.980594,"""",22,"""]"
[,49.691211,-115.980594,"""",10,"""]"
[,49.691211,-115.980594,"""",20,"""]"
[,49.691211,-115.980594,"""",0,"""]"
[,49.691211,-115.980594,"""",0,"""]"
[,49.691211,-115.980594,"""",0,"""]"
[,49.691211,-115.980594,"""",0,"""]"
[,49.691211,-115.980594,"""",0,"""]"
[,49.691211,-115.980594,"""",0,"""]"
[,49.691211,-115.980594,"""",15,"""]"
[,49.691211,-115.980594,"""",5,"""]"
[,49.691211,-115.980594,"""",64,"""]"
[,49.691211,-115.980594,"""",0,"""]"
[,49.694,-115.987976,"""",0,"""]"
[,49.694,-115.987976,"""",118,"""]"
[,49.694,-115.987976,"""",0,"""]"
[,49.694,-115.987976,"""",0,"""]"
[,49.694,-115.987976,"""",22,"""]"
[,49.694,-115.987976,"""",42,"""]"
[,49.694,-115.987976,"""",10,"""]"
[,49.694,-115.987976,"""",57,"""]"
[,49.694,-115.987976,"""",38,"""]"
[,49.694,-115.987976,"""",41,"""]"
[,49.694,-115.987976,"""",31,"""]"
[,49.694,-115.987976,"""",10,"""]"
[,49.694,-115.987976,"""",34,"""]"
[,49.698018,-115.989577,"""",28,"""]"
[,49.698018,-115.989577,"""",58,"""]"
[,49.698018,-115.989577,"""",49,"""]"
[,49.698018,-115.989577,"""",50,"""]"
[,49.698018,-115.989577,"""",41,"""]"
[,49.698018,-115.989577,"""",27,"""]"
[,49.698018,-115.989577,"""",10,"""]"
[,49.698018,-115.989577,"""",15,"""]"
[,49.698018,-115.989577,"""",59,"""]"
[,49.698018,-115.989577,"""",45,"""]"
[,49.698018,-115.989577,"""",0,"""]"
[,49.698018,-115.989577,"""",19,"""]"
[,49.687537,-115.974947,"""",0,"""]"
[,49.687537,-115.974947,"""",0,"""]"
[,49.687537,-115.974947,"""",0,"""]"
[,49.687537,-115.974947,"""",0,"""]"
[,49.687537,-115.974947,"""",0,"""]"
[,49.687537,-115.974947,"""",0,"""]"
[,49.687537,-115.974947,"""",0,"""]"
[,49.687537,-115.974947,"""",21,"""]"
[,49.687537,-115.974947,"""",0,"""]"
[,49.687537,-115.974947,"""",0,"""]"
[,49.687537,-115.974947,"""",0,"""]"
[,49.687537,-115.974947,"""",0,"""]"
[,49.687537,-115.974947,"""",0,"""]"
[,49.687537,-115.974947,"""",0,"""]"
[,49.687537,-115.974947,"""",0,"""]"
[,49.687537,-115.974947,"""",0,"""]"
[,49.687537,-115.974947,"""",0,"""]"
[,49.687537,-115.974947,"""",0,"""]"
[,49.687537,-115.974947,"""",22,"""]"
[,49.687537,-115.974947,"""",63,"""]"
[,49.687537,-115.974947,"""",0,"""]"
[,49.687537,-115.974947,"""",0,"""]"
[,49.687537,-115.974947,"""",27,"""]"
[,49.687537,-115.974947,"""",15,"""]"
[,49.687537,-115.974947,"""",0,"""]"
[,49.687537,-115.974947,"""",0,"""]"
[,49.687537,-115.974947,"""",250,"""]"
[,49.532165,-115.887204,"""",0,"""]"
[,49.532165,-115.887204,"""",5,"""]"
[,49.532165,-115.887204,"""",16,"""]"
[,49.532165,-115.887204,"""",0,"""]"
[,49.532165,-115.887204,"""",0,"""]"
[,49.532165,-115.887204,"""",10,"""]"
[,49.532165,-115.887204,"""",20,"""]"
[,49.532165,-115.887204,"""",0,"""]"
[,49.532165,-115.887204,"""",0,"""]"
[,49.532165,-115.887204,"""",37,"""]"
[,49.532165,-115.887204,"""",30,"""]"
[,49.532165,-115.887204,"""",15,"""]"
[,49.532165,-115.887204,"""",25,"""]"
[,49.532165,-115.887204,"""",44,"""]"
[,49.532165,-115.887204,"""",26,"""]"
[,49.532165,-115.887204,"""",0,"""]"
[,49.532165,-115.887204,"""",5,"""]"
[,49.532165,-115.887204,"""",72,"""]"
[,49.532165,-115.887204,"""",0,"""]"
[,49.532165,-115.887204,"""",281,"""]"
[,49.532165,-115.887204,"""",0,"""]"
[,49.532165,-115.887204,"""",5,"""]"
[,49.532165,-115.887204,"""",368,"""]"
[,49.499345,-115.830709,"""",31,"""]"
[,49.499345,-115.830709,"""",28,"""]"
[,49.499345,-115.830709,"""",0,"""]"
[,49.499345,-115.830709,"""",30,"""]"
[,49.499345,-115.830709,"""",10,"""]"
[,49.499345,-115.830709,"""",0,"""]"
[,49.499345,-115.830709,"""",675,"""]"
[,49.499345,-115.830709,"""",0,"""]"
[,49.499345,-115.830709,"""",0,"""]"
[,49.499345,-115.830709,"""",0,"""]"
[,49.506093,-115.780604,"""",5,"""]"
[,49.506093,-115.780604,"""",37,"""]"
[,49.506093,-115.780604,"""",45,"""]"
[,49.506093,-115.780604,"""",48,"""]"
[,49.506093,-115.780604,"""",48,"""]"
[,49.506093,-115.780604,"""",56,"""]"
[,49.506093,-115.780604,"""",37,"""]"
[,49.506093,-115.780604,"""",0,"""]"
[,49.506093,-115.780604,"""",0,"""]"
[,49.506093,-115.780604,"""",0,"""]"
[,49.506093,-115.780604,"""",0,"""]"
[,49.506093,-115.780604,"""",0,"""]"
[,49.506093,-115.780604,"""",32,"""]"
[,49.506093,-115.780604,"""",10,"""]"
[,49.506093,-115.780604,"""",67,"""]"
[,49.506093,-115.780604,"""",24,"""]"
[,49.501664,-115.780088,"""",124,"""]"
[,49.501664,-115.780088,"""",53,"""]"
[,49.501664,-115.780088,"""",309,"""]"
[,49.496309,-115.78177,"""",35,"""]"
[,49.496309,-115.78177,"""",120,"""]"
[,49.496309,-115.78177,"""",119,"""]"
[,49.496309,-115.78177,"""",45,"""]"
[,49.496309,-115.78177,"""",49,"""]"
[,49.496309,-115.78177,"""",38,"""]"
[,49.496309,-115.78177,"""",0,"""]"
[,49.496309,-115.78177,"""",0,"""]"
[,49.494504,-115.777927,"""",31,"""]"
[,49.494504,-115.777927,"""",47,"""]"
[,49.494504,-115.777927,"""",154,"""]"
[,49.494504,-115.777927,"""",15,"""]"
[,49.494504,-115.777927,"""",57,"""]"
[,49.494504,-115.777927,"""",19,"""]"
[,49.494504,-115.777927,"""",54,"""]"
[,49.494504,-115.777927,"""",22,"""]"
[,49.494504,-115.777927,"""",34,"""]"
[,49.494504,-115.777927,"""",124,"""]"
[,49.494222,-115.772549,"""",144,"""]"
[,49.494222,-115.772549,"""",35,"""]"
[,49.494222,-115.772549,"""",60,"""]"
[,49.494222,-115.772549,"""",35,"""]"
[,49.494222,-115.772549,"""",41,"""]"
[,49.494222,-115.772549,"""",84,"""]"
[,49.494222,-115.772549,"""",40,"""]"
[,49.494222,-115.772549,"""",22,"""]"
[,49.493057,-115.767431,"""",23,"""]"
[,49.493057,-115.767431,"""",141,"""]"
[,49.493057,-115.767431,"""",45,"""]"
[,49.493057,-115.767431,"""",16,"""]"
[,49.493057,-115.767431,"""",40,"""]"
[,49.493057,-115.767431,"""",259,"""]"
[,49.499251,-115.770264,"""",41,"""]"
[,49.499251,-115.770264,"""",58,"""]"
[,49.499251,-115.770264,"""",48,"""]"
[,49.499251,-115.770264,"""",62,"""]"
[,49.499251,-115.770264,"""",67,"""]"
[,49.499251,-115.770264,"""",43,"""]"
[,49.499251,-115.770264,"""",19,"""]"
[,49.499251,-115.770264,"""",47,"""]"
[,49.499251,-115.770264,"""",44,"""]"
[,49.498888,-115.764275,"""",40,"""]"
[,49.498888,-115.764275,"""",29,"""]"
[,49.498888,-115.764275,"""",43,"""]"
[,49.498888,-115.764275,"""",241,"""]"
[,49.498888,-115.764275,"""",37,"""]"
[,49.498888,-115.764275,"""",16,"""]"
[,49.502279,-115.763524,"""",24,"""]"
[,49.502279,-115.763524,"""",0,"""]"
[,49.502279,-115.763524,"""",40,"""]"
[,49.502279,-115.763524,"""",46,"""]"
[,49.502279,-115.763524,"""",5,"""]"
[,49.502279,-115.763524,"""",15,"""]"
[,49.502279,-115.763524,"""",10,"""]"
[,49.502279,-115.763524,"""",29,"""]"
[,49.502279,-115.763524,"""",46,"""]"
[,49.502279,-115.763524,"""",95,"""]"
[,49.502279,-115.763524,"""",21,"""]"
[,49.502279,-115.763524,"""",29,"""]"
[,49.502279,-115.763524,"""",44,"""]"
[,49.500249,-115.758945,"""",258,"""]"
[,49.500249,-115.758945,"""",49,"""]"
[,49.500249,-115.758945,"""",110,"""]"
[,49.500249,-115.758945,"""",0,"""]"
[,49.500249,-115.758945,"""",43,"""]"
[,49.496185,-115.755037,"""",0,"""]"
[,49.496185,-115.755037,"""",44,"""]"
[,49.496185,-115.755037,"""",168,"""]"
[,49.496185,-115.755037,"""",0,"""]"
[,49.496185,-115.755037,"""",472,"""]"
[,49.496185,-115.755037,"""",220,"""]"
[,49.500957,-115.753489,"""",95,"""]"
[,49.500957,-115.753489,"""",385,"""]"
[,49.500957,-115.753489,"""",76,"""]"
[,49.503563,-115.747723,"""",81,"""]"
[,49.503563,-115.747723,"""",256,"""]"
[,49.503563,-115.747723,"""",57,"""]"
[,49.503563,-115.747723,"""",70,"""]"
[,49.503563,-115.747723,"""",67,"""]"
[,49.503563,-115.747723,"""",10,"""]"
[,49.506695,-115.746844,"""",188,"""]"
[,49.506695,-115.746844,"""",160,"""]"
[,49.506695,-115.746844,"""",71,"""]"
[,49.506695,-115.746844,"""",48,"""]"
[,49.504311,-115.740882,"""",74,"""]"
[,49.504311,-115.740882,"""",86,"""]"
[,49.504311,-115.740882,"""",0,"""]"
[,49.504311,-115.740882,"""",36,"""]"
[,49.504311,-115.740882,"""",40,"""]"
[,49.504311,-115.740882,"""",43,"""]"
[,49.504311,-115.740882,"""",35,"""]"
[,49.504311,-115.740882,"""",38,"""]"
[,49.504311,-115.740882,"""",15,"""]"
[,49.504311,-115.740882,"""",20,"""]"
[,49.504311,-115.740882,"""",15,"""]"
[,49.504311,-115.740882,"""",5,"""]"
[,49.504311,-115.740882,"""",30,"""]"
[,49.504311,-115.740882,"""",50,"""]"
[,49.504311,-115.740882,"""",49,"""]"
[,49.504311,-115.740882,"""",104,"""]"
[,49.503045,-115.735948,"""",39,"""]"
[,49.503045,-115.735948,"""",63,"""]"
[,49.503045,-115.735948,"""",153,"""]"
[,49.503045,-115.735948,"""",0,"""]"
[,49.503045,-115.735948,"""",89,"""]"
[,49.503045,-115.735948,"""",124,"""]"
[,49.503045,-115.735948,"""",111,"""]"
[,49.503045,-115.735948,"""",133,"""]"
[,49.53761,-115.730051,"""",10,"""]"
[,49.53761,-115.730051,"""",0,"""]"
[,49.53761,-115.730051,"""",0,"""]"
[,49.53761,-115.730051,"""",0,"""]"
[,49.53761,-115.730051,"""",0,"""]"
[,49.53761,-115.730051,"""",0,"""]"
[,49.53761,-115.730051,"""",0,"""]"
[,49.53761,-115.730051,"""",0,"""]"
[,49.53761,-115.730051,"""",0,"""]"
[,49.53761,-115.730051,"""",0,"""]"
[,49.53761,-115.730051,"""",0,"""]"
[,49.53761,-115.730051,"""",0,"""]"
[,49.53761,-115.730051,"""",10,"""]"
[,49.53761,-115.730051,"""",10,"""]"
[,49.53761,-115.730051,"""",21,"""]"
[,49.53761,-115.730051,"""",10,"""]"
[,49.53761,-115.730051,"""",10,"""]"
[,49.53761,-115.730051,"""",0,"""]"
[,49.53761,-115.730051,"""",0,"""]"
[,49.53761,-115.730051,"""",0,"""]"
[,49.53761,-115.730051,"""",0,"""]"
[,49.53761,-115.730051,"""",0,"""]"
[,49.53761,-115.730051,"""",0,"""]"
[,49.53761,-115.730051,"""",30,"""]"
[,49.53761,-115.730051,"""",37,"""]"
[,49.53761,-115.730051,"""",17,"""]"
[,49.53761,-115.730051,"""",5,"""]"
[,49.53761,-115.730051,"""",0,"""]"
[,49.53761,-115.730051,"""",0,"""]"
[,49.53761,-115.730051,"""",0,"""]"
[,49.53761,-115.730051,"""",0,"""]"
[,49.53761,-115.730051,"""",0,"""]"
[,49.53761,-115.730051,"""",0,"""]"
[,49.53761,-115.730051,"""",0,"""]"
[,49.53761,-115.730051,"""",0,"""]"
[,49.53761,-115.730051,"""",0,"""]"
[,49.53761,-115.730051,"""",0,"""]"
[,49.53761,-115.730051,"""",0,"""]"
[,49.53761,-115.730051,"""",0,"""]"
[,49.53761,-115.730051,"""",0,"""]"
[,49.53761,-115.730051,"""",0,"""]"
[,49.53761,-115.730051,"""",0,"""]"
[,49.53761,-115.730051,"""",0,"""]"
[,49.53761,-115.730051,"""",0,"""]"
[,49.53761,-115.730051,"""",0,"""]"
[,49.53761,-115.730051,"""",91,"""]"
[,49.53761,-115.730051,"""",0,"""]"
[,49.53761,-115.730051,"""",0,"""]"
[,49.53761,-115.730051,"""",0,"""]"
[,49.53761,-115.730051,"""",17,"""]"
[,49.53761,-115.730051,"""",10,"""]"
[,49.53761,-115.730051,"""",0,"""]"
[,49.53761,-115.730051,"""",0,"""]"
[,49.53761,-115.730051,"""",33,"""]"
